User;Gain;HeadSet;Rates Hz;Date;Start;MAC
;24;16;250.0;20241203;03:23:26 064 PM;0c:dc:7e:cb:72:aa
tpsLocalPC;tps;Fp1;Fp2;F3;Fz;F4;C1;Cz;C2;P3;Pz;P4;O1;Oz;O2;T3;T4;Marker;Tps_Marker;Marker_int
1733235862.564;2154088;-34370.5863;-32319.9257;-26140.2279;-33793.129;-20701.535;-36273.6136;-31612.0461;-30762.7022;-14049.232;-17678.6855;-11128.7311;-17333.9322;-16817.7634;-16805.3359;-30036.8518;-42769.9685;N;0.0;0
1733235862.568;2154092;-34374.9449;-32324.1279;-26148.7216;-33796.4818;-20699.2105;-36278.7992;-31614.4601;-30763.8198;-14050.5731;-17679.1549;-11121.6009;-17335.3404;-16766.0862;-16799.6585;-30044.0714;-42772.7178;N;0.0;0
1733235862.57;2154096;-34371.525;-32318.0258;-26128.6274;-33755.0193;-20682.6702;-36268.4727;-31600.7808;-30758.433;-14016.5761;-17664.7827;-11113.3084;-17318.9119;-16716.7336;-16783.5653;-30046.5301;-42765.8781;N;0.0;0
1733235862.574;2154100;-34378.0294;-32321.6692;-26113.9199;-33735.0145;-20681.8655;-36267.9586;-31598.3444;-30760.1765;-14003.9474;-17666.7944;-11119.6116;-17317.0567;-16739.5324;-16795.8587;-30049.2346;-42769.2533;N;0.0;0
1733235862.578;2154104;-34368.1946;-32316.0812;-26116.3116;-33754.1029;-20690.0463;-36265.3434;-31597.4504;-30757.4943;-14023.751;-17676.8526;-11127.1665;-17327.6961;-16806.9452;-16812.4437;-30040.5398;-42765.0288;N;0.0;0
1733235862.582;2154108;-34362.4055;-32311.812;-26131.6895;-33791.6315;-20687.5205;-36265.7905;-31594.2764;-30749.2018;-14043.2417;-17673.5446;-11118.4493;-17325.7068;-16814.2989;-16800.8432;-30032.1579;-42756.6692;N;0.0;0
1733235862.584;2154112;-34361.7126;-32310.605;-26137.6798;-33792.9949;-20683.5642;-36266.3046;-31595.1258;-30749.2018;-14034.4352;-17664.1569;-11106.3793;-17310.217;-16750.2165;-16781.4195;-30028.7604;-42754.4788;N;0.0;0
1733235862.588;2154116;-34372.4415;-32316.9529;-26131.6448;-33762.4401;-20683.229;-36270.7973;-31600.4679;-30758.9918;-14015.0115;-17665.4533;-11108.1004;-17308.0713;-16706.1836;-16783.1853;-30037.0753;-42763.5759;N;0.0;0
1733235862.592;2154120;-34373.872;-32311.0968;-26113.6293;-33731.3265;-20677.1493;-36264.9411;-31591.8624;-30754.8568;-13998.7171;-17662.5028;-11109.8662;-17303.4668;-16723.0144;-16792.4613;-30033.9013;-42759.3961;N;0.0;0
1733235862.596;2154124;-34376.6883;-32316.6624;-26126.8839;-33763.2447;-20694.7625;-36278.5086;-31605.8993;-30766.0773;-14030.6577;-17685.011;-11131.1227;-17330.5571;-16796.5963;-16820.6021;-30035.4213;-42770.1026;N;0.0;0
1733235862.603;2154128;-34381.2704;-32324.8878;-26156.7906;-33814.4079;-20709.1793;-36288.8128;-31623.6243;-30774.8616;-14063.8724;-17697.528;-11140.9128;-17345.3987;-16819.5739;-16820.9821;-30034.1696;-42776.4058;N;0.0;0
1733235862.607;2154132;-34366.63;-32314.0025;-26143.7148;-33799.0299;-20692.5496;-36273.3901;-31609.7438;-30759.7071;-14043.3088;-17673.3658;-11116.9517;-17317.2578;-16747.8025;-16785.2417;-30026.3017;-42763.4194;N;0.0;0
1733235862.611;2154136;-34364.149;-32313.7566;-26123.7994;-33758.1038;-20683.1843;-36269.5232;-31601.3843;-30758.746;-14011.7481;-17665.6321;-11111.6543;-17304.875;-16699.9251;-16777.195;-30023.329;-42761.9219;N;0.0;0
1733235862.615;2154140;-34373.0003;-32319.6128;-26113.5399;-33737.7861;-20689.0404;-36271.4902;-31603.1277;-30765.7197;-14005.6908;-17671.9576;-11120.8409;-17311.6922;-16724.4002;-16789.3544;-30025.0724;-42768.4262;N;0.0;0
1733235862.617;2154144;-34369.6252;-32316.26;-26120.2678;-33764.34;-20697.1541;-36272.8536;-31609.4309;-30767.1055;-14028.0426;-17679.4231;-11131.7709;-17320.6329;-16793.1318;-16804.2853;-30025.8771;-42770.0803;N;0.0;0
1733235862.621;2154148;-34379.8846;-32326.5865;-26154.7565;-33820.9569;-20714.9014;-36291.7632;-31628.4969;-30780.1366;-14066.6664;-17696.4775;-11142.0304;-17342.8953;-16826.3465;-16814.8577;-30036.9635;-42779.9597;N;0.0;0
1733235862.625;2154152;-34381.628;-32327.0112;-26161.6409;-33821.3593;-20705.5807;-36291.6067;-31628.3628;-30780.1142;-14062.9113;-17689.8614;-11131.6368;-17341.2189;-16775.2281;-16802.296;-30037.8799;-42778.7304;N;0.0;0
1733235862.629;2154156;-34373.7602;-32321.3339;-26139.3562;-33774.8453;-20694.6284;-36278.4863;-31613.7671;-30770.9053;-14025.6733;-17674.1704;-11117.5776;-17318.5095;-16710.5198;-16790.0696;-30034.9072;-42772.4048;N;0.0;0
1733235862.631;2154160;-34362.8079;-32313.9355;-26116.021;-33743.0388;-20692.1473;-36271.3784;-31603.5524;-30767.0385;-14010.4294;-17670.0577;-11123.5008;-17318.3754;-16728.58;-16799.055;-30030.9733;-42765.6323;N;0.0;0
1733235862.635;2154164;-34358.561;-32309.1522;-26118.0103;-33763.3118;-20701.3115;-36272.9654;-31609.1627;-30767.2173;-14033.407;-17680.9654;-11134.8331;-17329.6183;-16793.0871;-16809.0463;-30029.2522;-42764.2241;N;0.0;0
1733235862.639;2154168;-34356.0129;-32302.4914;-26130.4155;-33801.6897;-20699.0764;-36271.6466;-31610.705;-30761.5623;-14051.0872;-17681.6583;-11128.6193;-17328.0761;-16805.9841;-16800.0162;-30020.2444;-42756.781;N;0.0;0
1733235862.643;2154172;-34364.4395;-32313.8013;-26144.9441;-33805.646;-20701.7586;-36283.493;-31617.0081;-30770.0112;-14052.5848;-17683.737;-11126.6747;-17330.6242;-16765.8627;-16796.5516;-30028.984;-42765.9899;N;0.0;0
1733235862.647;2154176;-34373.045;-32318.8528;-26132.3825;-33768.0057;-20695.9695;-36281.772;-31613.8342;-30773.364;-14029.5625;-17675.0645;-11115.0965;-17316.9896;-16717.5159;-16782.4477;-30036.1142;-42769.0968;N;0.0;0
1733235862.651;2154180;-34382.0527;-32328.2182;-26121.4301;-33748.6938;-20701.8703;-36281.2802;-31615.9576;-30779.9131;-14021.6723;-17681.6583;-11129.3569;-17326.3326;-16747.0872;-16799.9938;-30045.0101;-42776.2941;N;0.0;0
1733235862.655;2154184;-34384.6679;-32330.0734;-26133.5671;-33775.8511;-20715.1696;-36284.1859;-31623.5572;-30783.3776;-14040.2913;-17694.1529;-11146.0537;-17341.2189;-16814.0754;-16819.6633;-30040.428;-42779.3562;N;0.0;0
1733235862.659;2154188;-34383.6397;-32327.2124;-26151.6273;-33816.8219;-20714.1861;-36284.633;-31629.4804;-30779.4437;-14060.7432;-17693.7953;-11142.2986;-17342.0459;-16824.5137;-16811.2367;-30032.4038;-42773.9918;N;0.0;0
1733235862.662;2154192;-34383.7738;-32329.2464;-26160.1657;-33819.75;-20713.7167;-36290.6232;-31632.6544;-30780.7848;-14059.715;-17695.5163;-11135.8166;-17340.4142;-16774.3787;-16802.8995;-30039.3999;-42776.6964;N;0.0;0
1733235862.666;2154196;-34372.8215;-32319.9481;-26134.9753;-33772.409;-20695.7459;-36279.8274;-31616.2929;-30772.7605;-14027.1261;-17680.3619;-11121.4221;-17319.1801;-16721.2933;-16788.9968;-30037.567;-42766.9287;N;0.0;0
1733235862.67;2154200;-34374.8778;-32321.3786;-26119.7984;-33747.308;-20696.26;-36276.2511;-31608.9168;-30774.5263;-14013.5139;-17675.8915;-11127.0323;-17314.0839;-16731.2175;-16795.1882;-30039.2434;-42767.7557;N;0.0;0
1733235862.674;2154204;-34372.665;-32320.0598;-26124.6935;-33772.856;-20706.6759;-36277.5028;-31613.4319;-30776.4262;-14036.4468;-17684.7875;-11138.5211;-17327.9867;-16797.8704;-16810.6109;-30034.8178;-42768.2474;N;0.0;0
1733235862.677;2154208;-34367.6135;-32312.6391;-26143.3348;-33813.8491;-20710.6322;-36278.6204;-31619.3551;-30774.3475;-14059.2679;-17689.9955;-11134.5872;-17336.4133;-16816.6459;-16808.5545;-30026.2347;-42763.0395;N;0.0;0
1733235862.681;2154212;-34384.3997;-32329.0899;-26160.8362;-33827.8189;-20717.293;-36293.3278;-31631.6709;-30784.5846;-14059.6926;-17690.0849;-11130.7874;-17338.3579;-16766.2427;-16806.2299;-30038.3046;-42773.7907;N;0.0;0
1733235862.685;2154216;-34396.7602;-32341.674;-26156.4329;-33800.4604;-20718.5894;-36302.5144;-31635.1131;-30795.6263;-14044.8511;-17695.5834;-11136.8448;-17339.6319;-16726.7248;-16812.5108;-30054.5543;-42785.3465;N;0.0;0
1733235862.689;2154220;-34393.9885;-32339.0588;-26136.9422;-33772.409;-20718.2989;-36298.4464;-31630.2404;-30792.1618;-14028.0649;-17690.6884;-11134.2743;-17333.0158;-16739.1747;-16809.0239;-30055.2025;-42783.2901;N;0.0;0
1733235862.691;2154224;-34376.8895;-32317.7576;-26126.1016;-33777.3487;-20711.3028;-36285.1024;-31618.0363;-30776.8509;-14032.5576;-17684.0723;-11132.0168;-17329.2607;-16794.6965;-16808.4875;-30038.327;-42768.8956;N;0.0;0
1733235862.695;2154228;-34356.1471;-32302.7372;-26133.5894;-33807.7694;-20700.7751;-36273.323;-31610.4144;-30764.7139;-14043.8676;-17676.6962;-11126.2724;-17327.7408;-16807.9957;-16802.2737;-30018.4563;-42758.1891;N;0.0;0
1733235862.699;2154232;-34360.8633;-32307.5652;-26138.6856;-33807.2106;-20696.3494;-36270.5737;-31608.9839;-30765.5185;-14035.1728;-17670.5718;-11118.5387;-17320.2977;-16751.8705;-16790.8296;-30019.3727;-42759.8208;N;0.0;0
1733235862.703;2154236;-34376.9342;-32320.7751;-26134.3047;-33780.6791;-20695.5671;-36277.3687;-31611.4426;-30776.158;-14018.2078;-17673.7905;-11121.2209;-17318.4425;-16708.1282;-16787.9909;-30028.5816;-42769.1638;N;0.0;0
1733235862.707;2154240;-34393.3403;-32337.8965;-26133.0307;-33769.0115;-20708.71;-36291.2714;-31623.289;-30788.4961;-14021.6276;-17690.0402;-11139.594;-17333.4405;-16744.8968;-16814.4107;-30041.9033;-42783.8936;N;0.0;0
1733235862.711;2154244;-34387.4171;-32336.1754;-26137.881;-33786.5576;-20718.12;-36291.6291;-31625.2112;-30785.7469;-14043.0406;-17698.735;-11148.9147;-17344.7281;-16809.2027;-16829.1628;-30047.1336;-42779.3786;N;0.0;0
1733235862.715;2154248;-34390.0323;-32342.0763;-26166.2677;-33832.0211;-20729.81;-36303.9449;-31636.9236;-30788.9432;-14077.954;-17705.7534;-11153.1839;-17361.5366;-16824.6478;-16825.6983;-30054.3308;-42781.6585;N;0.0;0
1733235862.719;2154252;-34390.2111;-32338.0753;-26173.3085;-33829.6965;-20726.7702;-36306.4706;-31636.8118;-30790.8654;-14080.5691;-17704.837;-11147.8642;-17365.4705;-16784.2358;-16821.5185;-30060.0976;-42783.1113;N;0.0;0
1733235862.724;2154256;-34390.9934;-32336.3543;-26149.1686;-33778.6674;-20713.0462;-36291.0032;-31621.3891;-30784.5399;-14044.404;-17690.3754;-11140.2646;-17347.2315;-16733.4527;-16817.6964;-30058.8235;-42780.9656;N;0.0;0
1733235862.728;2154260;-34384.2879;-32332.5098;-26125.6546;-33741.5859;-20703.6585;-36276.4075;-31608.0451;-30774.571;-14020.5994;-17676.6962;-11136.5765;-17332.1441;-16740.8735;-16817.0035;-30051.2463;-42778.4622;N;0.0;0
1733235862.732;2154264;-34369.0887;-32319.0987;-26122.2571;-33755.4887;-20699.1434;-36273.0995;-31599.5291;-30761.6293;-14033.0046;-17674.014;-11133.5367;-17334.871;-16797.8927;-16820.0433;-30038.3046;-42767.7333;N;0.0;0
1733235862.736;2154268;-34367.0771;-32324.2396;-26144.0724;-33799.4099;-20702.228;-36276.0723;-31603.083;-30760.4894;-14054.9317;-17676.1821;-11126.5406;-17337.5756;-16810.3427;-16811.5944;-30034.3484;-42764.6264;N;0.0;0
1733235862.739;2154272;-34367.0771;-32318.9422;-26146.5982;-33796.7053;-20692.8402;-36270.3726;-31599.5961;-30754.7897;-14041.9006;-17664.0004;-11109.7991;-17316.3638;-16745.3438;-16783.0065;-30028.5816;-42757.7421;N;0.0;0
1733235862.743;2154276;-34371.458;-32321.5351;-26129.7226;-33760.2943;-20683.2066;-36269.7244;-31594.1423;-30758.3436;-14017.8278;-17658.9265;-11103.5854;-17306.0149;-16694.8736;-16779.2514;-30032.8955;-42760.8714;N;0.0;0
1733235862.747;2154280;-34377.493;-32325.469;-26118.3232;-33736.9815;-20684.056;-36270.1043;-31595.4387;-30763.1269;-14013.648;-17664.4474;-11112.6378;-17316.8108;-16720.444;-16791.5449;-30046.3289;-42763.3971;N;0.0;0
1733235862.751;2154284;-34381.4716;-32325.1337;-26130.5273;-33763.133;-20694.5837;-36273.3454;-31602.3678;-30767.1726;-14037.8773;-17674.3716;-11127.6358;-17331.8982;-16788.1921;-16800.6644;-30044.3619;-42766.124;N;0.0;0
1733235862.754;2154288;-34385.8525;-32330.8781;-26160.0092;-33810.2058;-20708.71;-36283.2025;-31611.8896;-30774.3251;-14065.437;-17682.8876;-11132.665;-17339.1178;-16808.0851;-16807.4146;-30048.7429;-42770.9743;N;0.0;0
1733235862.758;2154292;-34391.4405;-32334.879;-26165.1054;-33810.3622;-20702.4962;-36285.9517;-31609.9226;-30771.9558;-14056.6304;-17675.6233;-11122.115;-17330.1324;-16751.0435;-16794.4059;-30046.5301;-42769.6332;N;0.0;0
1733235862.762;2154296;-34398.0119;-32340.4446;-26151.0685;-33774.8453;-20696.5059;-36285.4823;-31607.2851;-30776.2697;-14031.1942;-17671.7788;-11120.4386;-17321.3482;-16706.5859;-16791.6343;-30046.9771;-42769.3203;N;0.0;0
1733235862.766;2154300;-34405.9467;-32343.4621;-26138.9092;-33749.409;-20699.9481;-36285.7059;-31604.7817;-30781.8577;-14020.8453;-17676.115;-11130.5192;-17319.3812;-16732.8939;-16805.8053;-30045.1219;-42766.124;N;0.0;0
1733235862.769;2154304;-34390.0546;-32319.9704;-26138.8198;-33763.3118;-20699.7246;-36283.7389;-31606.7263;-30779.2202;-14040.5595;-17684.1393;-11139.3258;-17329.7077;-16797.6692;-16820.7139;-30034.3484;-42761.0055;N;0.0;0
1733235862.773;2154308;-34366.4065;-32313.7119;-26146.7099;-33798.8287;-20697.8023;-36276.5193;-31608.1792;-30767.5302;-14060.0055;-17682.4629;-11130.9215;-17332.7923;-16808.8898;-16810.9909;-30029.4086;-42758.9715;N;0.0;0
1733235862.777;2154312;-34380.9128;-32333.4485;-26144.7877;-33795.9677;-20688.0122;-36265.7011;-31594.2764;-30753.7392;-14038.9279;-17663.2851;-11103.5854;-17309.3453;-16744.6956;-16775.4516;-30021.7196;-42754.8811;N;0.0;0
1733235862.781;2154316;-34400.8058;-32348.3124;-26125.6322;-33753.4994;-20674.6235;-36254.1899;-31576.2609;-30745.2902;-14001.7793;-17643.258;-11084.5417;-17287.8206;-16688.7045;-16751.647;-30017.5175;-42750.5672;N;0.0;0
1733235862.795;2154320;-34408.4278;-32360.0024;-26110.2095;-33732.4664;-20677.7304;-36255.4863;-31574.4281;-30749.6041;-13993.7326;-17646.5437;-11096.6787;-17298.393;-16710.2069;-16769.0814;-30016.2882;-42751.886;N;0.0;0
1733235862.799;2154324;-34421.9953;-32371.223;-26127.8674;-33769.8832;-20702.4515;-36269.5679;-31594.2094;-30766.4126;-14027.5061;-17669.6777;-11128.0605;-17320.7894;-16786.2028;-16802.296;-30026.4135;-42762.2125;N;0.0;0
1733235862.803;2154328;-34455.1429;-32408.081;-26171.2521;-33835.1279;-20734.3921;-36293.9984;-31625.8371;-30787.6468;-14068.8792;-17691.0907;-11142.0974;-17340.4142;-16823.3067;-16814.4107;-30043.7361;-42785.3242;N;0.0;0
1733235862.807;2154332;-34485.6977;-32444.6037;-26195.6602;-33848.4049;-20745.2551;-36309.2422;-31637.907;-30797.9286;-14072.2319;-17691.7836;-11134.6096;-17340.6377;-16769.886;-16797.781;-30056.4319;-42795.0248;N;0.0;0
1733235862.809;2154336;-34497.1642;-32456.0478;-26182.428;-33812.6197;-20738.5942;-36306.8953;-31632.3414;-30798.6438;-14042.2583;-17683.1782;-11126.7194;-17330.3336;-16716.89;-16795.9705;-30052.4086;-42794.4884;N;0.0;0
1733235862.813;2154340;-34497.6336;-32461.2781;-26160.3668;-33780.7238;-20736.7837;-36296.9041;-31621.0762;-30791.7818;-14022.2982;-17674.8186;-11124.6631;-17323.5387;-16732.3798;-16799.5021;-30044.6972;-42791.5603;N;0.0;0
1733235862.817;2154344;-34527.9649;-32489.5084;-26174.2249;-33812.1951;-20758.8226;-36306.0012;-31627.9829;-30799.3591;-14045.9687;-17690.5319;-11142.0304;-17338.8943;-16802.7431;-16818.7246;-30056.8789;-42801.2609;N;0.0;0
1733235862.821;2154348;-34551.9036;-32519.4821;-26208.8925;-33872.9024;-20781.3084;-36322.7874;-31652.1004;-30812.4125;-14084.0337;-17711.9896;-11157.3189;-17361.4025;-16836.4272;-16833.6332;-30065.2385;-42816.6389;N;0.0;0
1733235862.825;2154352;-34557.2904;-32531.3061;-26210.1889;-33870.7119;-20770.1102;-36316.7077;-31645.1713;-30807.7857;-14074.4671;-17700.2549;-11143.0138;-17348.7738;-16775.9657;-16812.1085;-30058.7565;-42815.2084;N;0.0;0
1733235862.829;2154356;-34564.7112;-32540.895;-26188.3289;-33828.9365;-20755.9839;-36304.3472;-31631.0897;-30802.2425;-14041.3865;-17682.7088;-11128.0605;-17324.5892;-16718.6335;-16792.7295;-30049.1452;-42812.3251;N;0.0;0
1733235862.833;2154360;-34567.5275;-32546.0359;-26169.6205;-33802.1368;-20764.5223;-36300.8156;-31630.2851;-30804.5447;-14026.2991;-17681.1889;-11130.7874;-17316.319;-16730.7705;-16795.2552;-30042.2832;-42813.8003;N;0.0;0
1733235862.837;2154364;-34573.1601;-32559.5587;-26173.2638;-33825.7626;-20776.5698;-36296.3229;-31629.2122;-30801.3037;-14038.8161;-17686.1286;-11137.5153;-17320.9459;-16791.0531;-16807.3922;-30042.0821;-42815.7225;N;0.0;0
1733235862.843;2154368;-34593.1202;-32579.8541;-26200.5106;-33873.8635;-20785.7117;-36305.0625;-31637.013;-30804.0753;-14066.1523;-17694.3988;-11138.9235;-17331.2947;-16814.6342;-16806.9899;-30040.0928;-42815.0743;N;0.0;0
1733235862.847;2154372;-34586.5041;-32575.5402;-26204.4221;-33871.4272;-20776.3016;-36307.6329;-31641.7739;-30804.4776;-14066.7558;-17692.4095;-11132.665;-17328.6349;-16767.0697;-16793.1989;-30036.6506;-42809.3076;N;0.0;0
1733235862.851;2154376;-34609.1688;-32605.4692;-26196.2637;-33840.6712;-20779.9003;-36310.2928;-31639.941;-30810.4008;-14042.4818;-17687.9615;-11132.5309;-17319.94;-16715.2137;-16792.7966;-30043.6467;-42826.0937;N;0.0;0
1733235862.855;2154380;-34606.5089;-32610.9901;-26170.3804;-33803.8579;-20772.9712;-36296.7923;-31625.5242;-30802.8683;-14015.5703;-17677.322;-11129.0663;-17308.6524;-16726.6354;-16798.3174;-30030.258;-42821.9587;N;0.0;0
1733235862.857;2154384;-34592.8743;-32606.3633;-26164.0549;-33815.9278;-20773.1277;-36287.0246;-31623.1772;-30793.5253;-14022.4546;-17674.014;-11128.597;-17309.2335;-16776.3233;-16799.9938;-30013.9412;-42811.1628;N;0.0;0
1733235862.861;2154388;-34600.6751;-32613.2253;-26190.6311;-33868.3873;-20785.8011;-36294.423;-31636.0071;-30797.8168;-14052.1601;-17681.1665;-11129.1781;-17319.2248;-16794.8976;-16801.0443;-30013.293;-42810.9616;N;0.0;0
1733235862.865;2154392;-34608.7888;-32623.4177;-26205.6962;-33879.9432;-20790.495;-36304.1013;-31646.6466;-30805.4164;-14056.6081;-17685.6145;-11128.217;-17318.5542;-16748.6742;-16793.5342;-30023.0384;-42821.0422;N;0.0;0
1733235862.869;2154396;-34632.1464;-32647.2223;-26194.8109;-33848.3378;-20785.7788;-36303.7437;-31637.6388;-30806.2881;-14026.1874;-17674.2822;-11120.3045;-17303.4221;-16692.5937;-16773.127;-30033.6555;-42832.5534;N;0.0;0
1733235862.873;2154400;-34626.0667;-32644.1601;-26173.2191;-33817.4701;-20778.2462;-36298.9604;-31631.4697;-30810.6244;-14013.9163;-17681.9488;-11132.3744;-17309.1665;-16721.2486;-16797.6245;-30022.7255;-42830.1394;N;0.0;0
1733235862.877;2154404;-34607.6041;-32628.3574;-26175.4096;-33838.2795;-20786.4717;-36299.2063;-31639.6058;-30814.2453;-14039.3302;-17697.9527;-11145.7407;-17327.6067;-16793.5118;-16817.6517;-30009.5156;-42817.086;N;0.0;0
1733235862.881;2154408;-34612.3651;-32635.2641;-26201.3599;-33884.7712;-20796.7088;-36302.9838;-31648.8594;-30815.2959;-14065.2135;-17700.0314;-11146.7019;-17331.9206;-16809.4486;-16809.8733;-30011.0579;-42823.4562;N;0.0;0
1733235862.885;2154412;-34629.263;-32653.6819;-26204.1092;-33880.9714;-20795.2783;-36298.804;-31645.4843;-30808.7692;-14048.8297;-17686.5086;-11128.4181;-17310.7982;-16755.9609;-16788.3039;-30009.7838;-42827.9042;N;0.0;0
1733235862.888;2154416;-34625.9773;-32649.5469;-26187.6807;-33840.1794;-20787.3657;-36294.9818;-31640.3881;-30811.0937;-14019.3924;-17679.6466;-11123.3443;-17294.1014;-16707.4576;-16787.298;-30011.2814;-42831.7711;N;0.0;0
1733235862.892;2154420;-34614.2203;-32639.9133;-26180.7516;-33827.1707;-20801.2238;-36311.9915;-31652.5921;-30827.1199;-14026.1874;-17701.3949;-11148.3783;-17319.7165;-16748.4283;-16818.9704;-30020.3338;-42841.4941;N;0.0;0
1733235862.896;2154424;-34618.5341;-32649.0551;-26192.6875;-33853.9705;-20817.5629;-36316.663;-31663.3433;-30832.3056;-14054.6858;-17712.5037;-11165.075;-17339.2966;-16817.8976;-16837.7236;-30022.7478;-42848.0878;N;0.0;0
1733235862.9;2154428;-34619.8753;-32647.9375;-26214.7933;-33899.6798;-20823.1285;-36320.664;-31671.3452;-30831.3891;-14080.5244;-17716.3929;-11166.1926;-17345.4881;-16837.6118;-16835.5554;-30021.2726;-42846.4115;N;0.0;0
1733235862.906;2154432;-34618.9812;-32641.9026;-26229.389;-33907.5252;-20821.5415;-36332.801;-31676.3073;-30838.5193;-14088.7052;-17721.6679;-11165.7456;-17352.0818;-16798.4962;-16829.811;-30031.845;-42849.049;N;0.0;0
1733235862.91;2154436;-34611.024;-32636.2029;-26206.9926;-33860.743;-20805.9847;-36322.7427;-31656.5931;-30827.6787;-14051.4001;-17704.9935;-11145.8302;-17332.7476;-16733.0727;-16801.5584;-30032.0685;-42844.1316;N;0.0;0
1733235862.914;2154440;-34599.5799;-32633.2524;-26179.3882;-33818.3865;-20797.7146;-36304.2131;-31639.0246;-30814.223;-14020.5547;-17688.0732;-11135.2354;-17312.6087;-16728.3118;-16789.8685;-30019.0821;-42838.0072;N;0.0;0
1733235862.918;2154444;-34576.8929;-32607.4585;-26169.4416;-33824.5779;-20791.9255;-36293.1937;-31633.6602;-30805.0364;-14028.579;-17682.53;-11134.0955;-17315.5144;-16784.3029;-16795.6352;-30001.8713;-42824.9091;N;0.0;0
1733235862.921;2154448;-34559.0338;-32591.6111;-26191.0558;-33868.7226;-20792.976;-36301.1062;-31646.6242;-30809.6632;-14062.0172;-17694.8458;-11143.6844;-17334.2451;-16818.054;-16806.8558;-30003.4136;-42824.015;N;0.0;0
1733235862.925;2154452;-34575.7753;-32609.4255;-26212.9158;-33886.5593;-20799.838;-36312.9079;-31658.6271;-30824.5942;-14065.9288;-17702.0431;-11148.7359;-17337.1062;-16776.4798;-16809.6051;-30023.5078;-42840.5106;N;0.0;0
1733235862.929;2154456;-34582.369;-32614.5664;-26196.599;-33846.9297;-20793.6913;-36312.6844;-31655.8778;-30828.1258;-14046.2816;-17698.3774;-11145.1149;-17335.5862;-16732.4245;-16809.7615;-30029.878;-42846.4562;N;0.0;0
1733235862.933;2154460;-34553.7141;-32584.7939;-26157.5505;-33800.5945;-20774.8711;-36295.8759;-31636.3424;-30812.9936;-14022.4993;-17685.5251;-11133.3355;-17323.2034;-16735.0173;-16807.9287;-30011.7955;-42831.2123;N;0.0;0
1733235862.934;2154464;-34541.9571;-32572.3216;-26159.5845;-33816.9336;-20775.5417;-36290.9585;-31634.7107;-30805.327;-14039.889;-17686.6427;-11137.0683;-17324.5892;-16791.9248;-16811.7061;-30006.2522;-42825.6243;N;0.0;0
1733235862.938;2154468;-34537.7997;-32565.2361;-26180.1034;-33853.2329;-20777.5086;-36291.0926;-31636.4765;-30801.1472;-14060.7879;-17687.5815;-11133.559;-17332.1441;-16808.0181;-16806.6546;-30007.0345;-42821.5116;N;0.0;0
1733235862.942;2154472;-34546.338;-32576.2555;-26196.1296;-33864.8334;-20784.013;-36300.5698;-31645.1043;-30811.4067;-14064.61;-17694.0188;-11135.5707;-17340.1237;-16765.8851;-16811.9296;-30021.2055;-42830.4076;N;0.0;0
1733235862.946;2154476;-34534.4022;-32566.7784;-26174.4037;-33818.3418;-20766.4445;-36290.7797;-31631.5815;-30804.0306;-14031.9094;-17681.2559;-11128.6193;-17321.0129;-16723.1038;-16806.297;-30013.4942;-42825.7138;N;0.0;0
1733235862.947;2154480;-34528.2555;-32563.4032;-26154.7565;-33790.2457;-20762.5777;-36285.4153;-31622.9314;-30800.8343;-14013.7598;-17678.4843;-11129.8487;-17309.1218;-16737.2748;-16802.4972;-30005.3358;-42826.3843;N;0.0;0
1733235862.951;2154484;-34519.1136;-32554.172;-26155.4271;-33810.7869;-20766.9809;-36283.5824;-31624.2948;-30797.5262;-14031.0824;-17682.8206;-11134.6096;-17320.6329;-16789.1756;-16807.0793;-30002.6536;-42818.6283;N;0.0;0
1733235862.955;2154488;-34512.0504;-32546.1924;-26175.186;-33848.8743;-20769.2385;-36285.5718;-31626.083;-30795.1346;-14050.6402;-17684.0723;-11129.6475;-17320.32;-16802.4078;-16800.7091;-30002.4971;-42816.5719;N;0.0;0
1733235862.959;2154492;-34501.8357;-32537.3411;-26170.5145;-33838.816;-20755.3357;-36275.5805;-31613.6554;-30784.5846;-14026.925;-17666.6826;-11107.2734;-17290.2569;-16735.509;-16773.9987;-29990.0472;-42807.9888;N;0.0;0
1733235862.962;2154496;-34500.4499;-32532.9825;-26149.8392;-33795.1183;-20742.774;-36268.6291;-31604.3347;-30780.9412;-14000.5499;-17658.3007;-11103.1607;-17279.7516;-16685.2847;-16769.7743;-29986.5603;-42804.5914;N;0.0;0
1733235862.966;2154500;-34506.5519;-32538.034;-26139.0209;-33772.6772;-20750.8206;-36273.1218;-31609.8779;-30790.5525;-13997.063;-17666.9508;-11115.3424;-17292.0227;-16714.8337;-16790.0473;-29995.6352;-42813.5097;N;0.0;0
1733235862.97;2154504;-34520.2535;-32551.311;-26157.7964;-33812.508;-20771.876;-36285.1471;-31626.3288;-30802.3542;-14026.0309;-17682.8653;-11129.1781;-17314.7097;-16780.0561;-16806.6323;-30009.1133;-42823.9256;N;0.0;0
1733235862.974;2154508;-34515.6938;-32548.2041;-26177.8459;-33850.3048;-20778.425;-36286.9576;-31629.8828;-30798.6215;-14050.2155;-17686.7768;-11125.4677;-17327.4726;-16807.3922;-16800.4856;-30008.3533;-42816.4825;N;0.0;0
